-27.500000 ;-20.600000 ;
-26.640965 ;-20.950984 ;
-25.873666 ;-21.182626 ;
-25.189535 ;-21.317733 ;
-24.607705 ;-21.379422 ;
-24.120077 ;-21.385278 ;
-23.705187 ;-21.348301 ;
-23.363060 ;-21.281539 ;
-23.079319 ;-21.193635 ;
-22.840702 ;-21.090957 ;
-22.644731 ;-20.980071 ;
-22.491216 ;-20.866617 ;
-22.364732 ;-20.752130 ;
-22.255134 ;-20.637965 ;
-22.162445 ;-20.526470 ;
-22.096065 ;-20.420843 ;
-22.050218 ;-20.321408 ;
-22.006635 ;-20.226735 ;
-21.964264 ;-20.137133 ;
-21.938953 ;-20.054437 ;
-21.927590 ;-19.978399 ;
-21.912134 ;-19.907191 ;
-21.892702 ;-19.840681 ;
-21.886393 ;-19.780308 ;
-21.891809 ;-19.725705 ;
-21.888972 ;-19.674754 ;
-21.877122 ;-19.627123 ;
-21.875594 ;-19.584326 ;
-21.890265 ;-19.546633 ;
-21.894930 ;-19.511397 ;
-21.885307 ;-19.477981 ;
-21.883085 ;-19.448116 ;
-21.900311 ;-19.422665 ;
-21.907782 ;-19.398778 ;
-21.900637 ;-19.375823 ;
-21.901473 ;-19.355647 ;
-21.916594 ;-19.338643 ;
-21.921963 ;-19.322494 ;
-21.917230 ;-19.307019 ;
-21.922658 ;-19.293899 ;
-21.934865 ;-19.282703 ;
-21.937560 ;-19.271856 ;
-21.933468 ;-19.261494 ;
-21.940506 ;-19.253122 ;
-21.952508 ;-19.246097 ;
-21.953939 ;-19.238946 ;
-21.947551 ;-19.231839 ;
-21.952927 ;-19.226457 ;
-21.967893 ;-19.222540 ;
-21.970373 ;-19.218057 ;
-21.960311 ;-19.212951 ;
-21.960796 ;-19.209233 ;
-21.977746 ;-19.207388 ;
-21.982380 ;-19.204805 ;
-21.971633 ;-19.201173 ;
-21.970755 ;-19.198712 ;
-21.985417 ;-19.197899 ;
-21.988729 ;-19.196304 ;
-21.980496 ;-19.193884 ;
-21.983879 ;-19.192685 ;
-21.994334 ;-19.192279 ;
-21.994640 ;-19.191111 ;
-21.988700 ;-19.189512 ;
-21.994847 ;-19.189103 ;
-22.003409 ;-19.189008 ;
-22.001888 ;-19.188097 ;
-21.995272 ;-19.186804 ;
-22.001841 ;-19.186753 ;
-22.012640 ;-19.187135 ;
-22.010975 ;-19.186451 ;
-22.000452 ;-19.185015 ;
-22.003731 ;-19.184845 ;
-22.018776 ;-19.185754 ;
-22.019625 ;-19.185418 ;
-22.006213 ;-19.183827 ;
-22.005408 ;-19.183376 ;
-22.020495 ;-19.184356 ;
-22.022439 ;-19.184170 ;
-22.011139 ;-19.182808 ;
-22.013077 ;-19.182632 ;
-22.023843 ;-19.183246 ;
-22.023343 ;-19.182854 ;
-22.016001 ;-19.181849 ;
-22.021730 ;-19.182010 ;
-22.028886 ;-19.182296 ;
-22.026269 ;-19.181705 ;
-22.020377 ;-19.180817 ;
-22.027633 ;-19.181099 ;
-22.035226 ;-19.181406 ;
-22.031495 ;-19.180696 ;
-22.022671 ;-19.179526 ;
-22.029221 ;-19.179724 ;
-22.041541 ;-19.180432 ;
-22.039016 ;-19.179810 ;
-22.025199 ;-19.178174 ;
-22.025624 ;-19.177805 ;
-22.031179 ;-19.177890 ;
-22.033928 ;-19.177720 ;
-22.035609 ;-19.177450 ;
-22.044896 ;-19.181100 ;
-22.084358 ;-19.210633 ;
-22.117431 ;-19.258763 ;
-22.121430 ;-19.309710 ;
-22.090968 ;-19.353591 ;
-22.014326 ;-19.383051 ;
-21.906650 ;-19.396358 ;
-21.774094 ;-19.392494 ;
-21.634220 ;-19.371956 ;
-21.482053 ;-19.335564 ;
-21.304009 ;-19.284248 ;
-21.105351 ;-19.219764 ;
-20.910198 ;-19.144699 ;
-20.744964 ;-19.061796 ;
-20.576499 ;-18.970929 ;
-20.397713 ;-18.873105 ;
-20.230522 ;-18.771392 ;
-20.071418 ;-18.666735 ;
-19.913509 ;-18.559716 ;
-19.762513 ;-18.451755 ;
-19.621767 ;-18.343959 ;
-19.485162 ;-18.236615 ;
-19.351518 ;-18.130273 ;
-19.225274 ;-18.025788 ;
-19.115593 ;-17.924236 ;
-19.012442 ;-17.825262 ;
-18.903116 ;-17.728278 ;
-18.788480 ;-17.633571 ;
-18.683001 ;-17.542300 ;
-18.603640 ;-17.455734 ;
-18.525438 ;-17.372239 ;
-18.440229 ;-17.291326 ;
-18.364120 ;-17.214074 ;
-18.296508 ;-17.140430 ;
-18.228136 ;-17.069762 ;
-18.162287 ;-17.002235 ;
-18.105020 ;-16.938169 ;
-18.049510 ;-16.877065 ;
-17.992466 ;-16.818643 ;
-17.937404 ;-16.763036 ;
-17.894547 ;-16.710772 ;
-17.858893 ;-16.661449 ;
-17.813833 ;-16.613983 ;
-17.758148 ;-16.568208 ;
-17.706938 ;-16.524933 ;
-17.679663 ;-16.485221 ;
-17.650822 ;-16.447453 ;
-17.612075 ;-16.411053 ;
-17.579924 ;-16.376904 ;
-17.553673 ;-16.344878 ;
-17.524170 ;-16.314356 ;
-17.495102 ;-16.285471 ;
-17.472526 ;-16.258493 ;
-17.449476 ;-16.232946 ;
-17.423065 ;-16.208592 ;
-17.397441 ;-16.185599 ;
-17.382719 ;-16.164472 ;
-17.371251 ;-16.144710 ;
-17.348950 ;-16.125461 ;
-17.316901 ;-16.106726 ;
-17.291710 ;-16.089386 ;
-17.285939 ;-16.074090 ;
-17.273914 ;-16.059344 ;
-17.252698 ;-16.044937 ;
-17.239662 ;-16.031795 ;
-17.229624 ;-16.019583 ;
-17.215134 ;-16.007844 ;
-17.201133 ;-15.996814 ;
-17.193054 ;-15.986755 ;
-17.183104 ;-15.977201 ;
-17.168839 ;-15.967983 ;
-17.155482 ;-15.959356 ;
-17.153206 ;-15.951850 ;
-17.151330 ;-15.944848 ;
-17.137567 ;-15.937648 ;
-17.115381 ;-15.930414 ;
-17.103986 ;-15.924177 ;
-17.106790 ;-15.919099 ;
-17.100535 ;-15.913882 ;
-17.086900 ;-15.908599 ;
-17.083265 ;-15.904181 ;
-17.079840 ;-15.900074 ;
-17.071429 ;-15.895976 ;
-17.064647 ;-15.892232 ;
-17.063105 ;-15.889023 ;
-17.058441 ;-15.885878 ;
-17.049197 ;-15.882703 ;
-17.042096 ;-15.879852 ;
-17.046126 ;-15.877800 ;
-17.047262 ;-15.875774 ;
-17.036038 ;-15.873247 ;
-17.018928 ;-15.870561 ;
-17.017877 ;-15.868898 ;
-17.033918 ;-15.868301 ;
-17.031438 ;-15.866833 ;
-17.006280 ;-15.864262 ;
-16.992704 ;-15.862436 ;
-17.007138 ;-15.862234 ;
-17.007304 ;-15.861360 ;
-16.993104 ;-15.859802 ;
-16.993754 ;-15.859139 ;
-16.996043 ;-15.858647 ;
-16.991112 ;-15.857841 ;
-16.988422 ;-15.857228 ;
-16.989626 ;-15.856893 ;
-16.987062 ;-15.856417 ;
-16.981703 ;-15.855847 ;
-16.981727 ;-15.855623 ;
-16.985340 ;-15.855642 ;
-16.982789 ;-15.855375 ;
-16.973823 ;-15.854804 ;
-16.968420 ;-15.854466 ;
-16.980472 ;-15.855107 ;
-16.988700 ;-15.855575 ;
-16.976547 ;-15.854975 ;
-16.954267 ;-15.853858 ;
-16.956633 ;-15.854097 ;
-16.975494 ;-15.855249 ;
-16.971701 ;-15.855201 ;
-16.950823 ;-15.854253 ;
-16.954293 ;-15.854638 ;
-16.961764 ;-15.855255 ;
-16.957253 ;-15.855239 ;
-16.955131 ;-15.855366 ;
-16.958408 ;-15.855797 ;
-16.957038 ;-15.855988 ;
-16.953639 ;-15.856079 ;
-16.955934 ;-15.856487 ;
-16.957541 ;-15.856865 ;
-16.954159 ;-15.856979 ;
-16.949269 ;-15.857018 ;
-16.953419 ;-15.857549 ;
-16.962033 ;-15.858326 ;
-16.959675 ;-15.858513 ;
-16.946116 ;-15.858098 ;
-16.937332 ;-15.857944 ;
-16.954522 ;-15.859190 ;
-16.967266 ;-15.860197 ;
-16.952457 ;-15.859720 ;
-16.928124 ;-15.858731 ;
-16.938562 ;-15.859616 ;
-16.950349 ;-15.860570 ;
-16.942591 ;-15.860468 ;
-16.937522 ;-15.860510 ;
-16.944028 ;-15.861176 ;
-16.943814 ;-15.861475 ;
-16.940889 ;-15.861626 ;
-16.943873 ;-15.862093 ;
-16.944786 ;-15.862445 ;
-16.941751 ;-15.862580 ;
-16.940528 ;-15.862810 ;
-16.945953 ;-15.863395 ;
-16.947931 ;-15.863790 ;
-16.942286 ;-15.863769 ;
-16.934892 ;-15.863651 ;
-16.941427 ;-15.864280 ;
-16.957083 ;-15.865395 ;
-16.955172 ;-15.865560 ;
-16.934253 ;-15.864696 ;
-16.920932 ;-15.864239 ;
-16.941548 ;-15.865605 ;
-16.951412 ;-15.866386 ;
-16.934903 ;-15.865742 ;
-16.925140 ;-15.865459 ;
-16.937022 ;-15.866338 ;
-16.938093 ;-15.866629 ;
-16.933356 ;-15.866601 ;
-16.937458 ;-15.867047 ;
-16.938802 ;-15.867340 ;
-16.936118 ;-15.867410 ;
-16.936980 ;-15.867668 ;
-16.940362 ;-15.868057 ;
-16.939524 ;-15.868214 ;
-16.935009 ;-15.868169 ;
-16.934941 ;-15.868359 ;
-16.945152 ;-15.869100 ;
-16.948852 ;-15.869486 ;
-16.939075 ;-15.869140 ;
-16.925259 ;-15.868573 ;
-16.929619 ;-15.868982 ;
-16.938292 ;-15.869621 ;
