0.000000 ;-27.500000 ;-20.600000 ;
0.100000 ;-27.518863 ;-20.617152 ;
0.200000 ;-27.526812 ;-20.628594 ;
0.300000 ;-27.517357 ;-20.634755 ;
0.400000 ;-27.502255 ;-20.637513 ;
0.500000 ;-27.502162 ;-20.639391 ;
0.600000 ;-27.496159 ;-20.639048 ;
0.700000 ;-27.486709 ;-20.637137 ;
0.800000 ;-27.487600 ;-20.635251 ;
0.900000 ;-27.487386 ;-20.632619 ;
1.000000 ;-27.478863 ;-20.628793 ;
1.100000 ;-27.470706 ;-20.624724 ;
1.200000 ;-27.482533 ;-20.622312 ;
1.300000 ;-27.493134 ;-20.619738 ;
1.400000 ;-27.479437 ;-20.614992 ;
1.500000 ;-27.453339 ;-20.609196 ;
1.600000 ;-27.457210 ;-20.606200 ;
1.700000 ;-27.471858 ;-20.604305 ;
1.800000 ;-27.465380 ;-20.600668 ;
1.900000 ;-27.460988 ;-20.597377 ;
2.000000 ;-27.468288 ;-20.595300 ;
2.100000 ;-27.466985 ;-20.592618 ;
2.200000 ;-27.463685 ;-20.589923 ;
2.300000 ;-27.469941 ;-20.588245 ;
2.400000 ;-27.471717 ;-20.586322 ;
2.500000 ;-27.465299 ;-20.583815 ;
2.600000 ;-27.463033 ;-20.581823 ;
2.700000 ;-27.479199 ;-20.581617 ;
2.800000 ;-27.485503 ;-20.580656 ;
2.900000 ;-27.469057 ;-20.577780 ;
3.000000 ;-27.449696 ;-20.574755 ;
3.100000 ;-27.463336 ;-20.574788 ;
3.200000 ;-27.473001 ;-20.574565 ;
3.300000 ;-27.463424 ;-20.572712 ;
3.400000 ;-27.464695 ;-20.571915 ;
3.500000 ;-27.471461 ;-20.571688 ;
3.600000 ;-27.468530 ;-20.570667 ;
3.700000 ;-27.467065 ;-20.569844 ;
3.800000 ;-27.474386 ;-20.569871 ;
3.900000 ;-27.474837 ;-20.569341 ;
4.000000 ;-27.467374 ;-20.568156 ;
4.100000 ;-27.468460 ;-20.567786 ;
4.200000 ;-27.485333 ;-20.568873 ;
4.300000 ;-27.487098 ;-20.568651 ;
4.400000 ;-27.467613 ;-20.566567 ;
4.500000 ;-27.454620 ;-20.565098 ;
4.600000 ;-27.484679 ;-20.567512 ;
4.700000 ;-27.500409 ;-20.568675 ;
4.800000 ;-27.470458 ;-20.565784 ;
4.900000 ;-27.443926 ;-20.563222 ;
5.000000 ;-27.473135 ;-20.565665 ;
5.100000 ;-27.479679 ;-20.566103 ;
5.200000 ;-27.460913 ;-20.564299 ;
5.300000 ;-27.469443 ;-20.564952 ;
5.400000 ;-27.475795 ;-20.565426 ;
5.500000 ;-27.470470 ;-20.564871 ;
5.600000 ;-27.474091 ;-20.565129 ;
5.700000 ;-27.478567 ;-20.565476 ;
5.800000 ;-27.474918 ;-20.565108 ;
5.900000 ;-27.472253 ;-20.564837 ;
6.000000 ;-27.482202 ;-20.565705 ;
6.100000 ;-27.485938 ;-20.566025 ;
6.200000 ;-27.475854 ;-20.565118 ;
6.300000 ;-27.466257 ;-20.564260 ;
6.400000 ;-27.486402 ;-20.566069 ;
6.500000 ;-27.505055 ;-20.567751 ;
6.600000 ;-27.486760 ;-20.566136 ;
6.700000 ;-27.452328 ;-20.563082 ;
6.800000 ;-27.468145 ;-20.564524 ;
6.900000 ;-27.497027 ;-20.567138 ;
7.000000 ;-27.479955 ;-20.565650 ;
7.100000 ;-27.454567 ;-20.563424 ;
7.200000 ;-27.475153 ;-20.565306 ;
7.300000 ;-27.479115 ;-20.565706 ;
7.400000 ;-27.470804 ;-20.565010 ;
7.500000 ;-27.478560 ;-20.565753 ;
7.600000 ;-27.480699 ;-20.565996 ;
7.700000 ;-27.476123 ;-20.565640 ;
7.800000 ;-27.480293 ;-20.566067 ;
7.900000 ;-27.485363 ;-20.566577 ;
8.000000 ;-27.481256 ;-20.566267 ;
8.100000 ;-27.474543 ;-20.565725 ;
8.200000 ;-27.485483 ;-20.566763 ;
8.300000 ;-27.499589 ;-20.568086 ;
8.400000 ;-27.490865 ;-20.567367 ;
8.500000 ;-27.467065 ;-20.565302 ;
8.600000 ;-27.470025 ;-20.565629 ;
8.700000 ;-27.506169 ;-20.568924 ;
8.800000 ;-27.504160 ;-20.568811 ;
8.900000 ;-27.462145 ;-20.565123 ;
9.000000 ;-27.460239 ;-20.565019 ;
9.100000 ;-27.487517 ;-20.567522 ;
9.200000 ;-27.480422 ;-20.566955 ;
9.300000 ;-27.469461 ;-20.566043 ;
9.400000 ;-27.481653 ;-20.567199 ;
9.500000 ;-27.481818 ;-20.567281 ;
9.600000 ;-27.478613 ;-20.567061 ;
9.700000 ;-27.481693 ;-20.567403 ;
9.800000 ;-27.482310 ;-20.567525 ;
9.900000 ;-27.481784 ;-20.600424 ;
10.000000 ;-27.440303 ;-20.881074 ;
10.100000 ;-27.316359 ;-21.280597 ;
10.200000 ;-27.095293 ;-21.688373 ;
10.300000 ;-26.796823 ;-22.065515 ;
10.400000 ;-26.441895 ;-22.397659 ;
10.500000 ;-26.054740 ;-22.681820 ;
10.600000 ;-25.655640 ;-22.919491 ;
10.700000 ;-25.258967 ;-23.114098 ;
10.800000 ;-24.879960 ;-23.270472 ;
10.900000 ;-24.521424 ;-23.392967 ;
11.000000 ;-24.185444 ;-23.486158 ;
11.100000 ;-23.893955 ;-23.556210 ;
11.200000 ;-23.621788 ;-23.605085 ;
11.300000 ;-23.366039 ;-23.636386 ;
11.400000 ;-23.162058 ;-23.656367 ;
11.500000 ;-22.978234 ;-23.665328 ;
11.600000 ;-22.794270 ;-23.664201 ;
11.700000 ;-22.651895 ;-23.658557 ;
11.800000 ;-22.528375 ;-23.648281 ;
11.900000 ;-22.402152 ;-23.633120 ;
12.000000 ;-22.305163 ;-23.616879 ;
12.100000 ;-22.220992 ;-23.599169 ;
12.200000 ;-22.133507 ;-23.579485 ;
12.300000 ;-22.067975 ;-23.560470 ;
12.400000 ;-22.013750 ;-23.541723 ;
12.500000 ;-21.949577 ;-23.521919 ;
12.600000 ;-21.902322 ;-23.503509 ;
12.700000 ;-21.871381 ;-23.486636 ;
12.800000 ;-21.825496 ;-23.468921 ;
12.900000 ;-21.784880 ;-23.452134 ;
13.000000 ;-21.767164 ;-23.437780 ;
13.100000 ;-21.742422 ;-23.423447 ;
13.200000 ;-21.704889 ;-23.408703 ;
13.300000 ;-21.689425 ;-23.396422 ;
13.400000 ;-21.680618 ;-23.385330 ;
13.500000 ;-21.650165 ;-23.373087 ;
13.600000 ;-21.634041 ;-23.362646 ;
13.700000 ;-21.630821 ;-23.353863 ;
13.800000 ;-21.609022 ;-23.344123 ;
13.900000 ;-21.593405 ;-23.335442 ;
14.000000 ;-21.592229 ;-23.328467 ;
14.100000 ;-21.578174 ;-23.320925 ;
14.200000 ;-21.561724 ;-23.313655 ;
14.300000 ;-21.561418 ;-23.308149 ;
14.400000 ;-21.557349 ;-23.302744 ;
14.500000 ;-21.538087 ;-23.296481 ;
14.600000 ;-21.534626 ;-23.291877 ;
14.700000 ;-21.541312 ;-23.288444 ;
14.800000 ;-21.524932 ;-23.283434 ;
14.900000 ;-21.513687 ;-23.279141 ;
15.000000 ;-21.522621 ;-23.276779 ;
15.100000 ;-21.517702 ;-23.273536 ;
15.200000 ;-21.501866 ;-23.269636 ;
15.300000 ;-21.505824 ;-23.267581 ;
15.400000 ;-21.508860 ;-23.265655 ;
15.500000 ;-21.494135 ;-23.262465 ;
15.600000 ;-21.493610 ;-23.260614 ;
15.700000 ;-21.499586 ;-23.259461 ;
15.800000 ;-21.487258 ;-23.256960 ;
15.900000 ;-21.483468 ;-23.255299 ;
16.000000 ;-21.491182 ;-23.254710 ;
16.100000 ;-21.483129 ;-23.252950 ;
16.200000 ;-21.474113 ;-23.251224 ;
16.300000 ;-21.481816 ;-23.250968 ;
16.400000 ;-21.484015 ;-23.250356 ;
16.500000 ;-21.468823 ;-23.248410 ;
16.600000 ;-21.470732 ;-23.247943 ;
16.700000 ;-21.483441 ;-23.248434 ;
16.800000 ;-21.470805 ;-23.246921 ;
16.900000 ;-21.463825 ;-23.245934 ;
17.000000 ;-21.476342 ;-23.246600 ;
17.100000 ;-21.472850 ;-23.246010 ;
17.200000 ;-21.462318 ;-23.244894 ;
17.300000 ;-21.469650 ;-23.245284 ;
17.400000 ;-21.471596 ;-23.245275 ;
17.500000 ;-21.461128 ;-23.244291 ;
17.600000 ;-21.464638 ;-23.244483 ;
17.700000 ;-21.470636 ;-23.244912 ;
17.800000 ;-21.459799 ;-23.243994 ;
17.900000 ;-21.459228 ;-23.243943 ;
18.000000 ;-21.469435 ;-23.244797 ;
18.100000 ;-21.461858 ;-23.244222 ;
18.200000 ;-21.453593 ;-23.243610 ;
18.300000 ;-21.464151 ;-23.244557 ;
18.400000 ;-21.468837 ;-23.245041 ;
18.500000 ;-21.453665 ;-23.243918 ;
18.600000 ;-21.456849 ;-23.244310 ;
18.700000 ;-21.471092 ;-23.245619 ;
18.800000 ;-21.459143 ;-23.244801 ;
18.900000 ;-21.454636 ;-23.244601 ;
19.000000 ;-21.467033 ;-23.245793 ;
19.100000 ;-21.461866 ;-23.245559 ;
19.200000 ;-21.455038 ;-23.245198 ;
19.300000 ;-21.463426 ;-23.246088 ;
19.400000 ;-21.462780 ;-23.246246 ;
19.500000 ;-21.454489 ;-23.245787 ;
19.600000 ;-21.460152 ;-23.246473 ;
19.700000 ;-21.465588 ;-23.247145 ;
