-27.500000 ;-20.600000 ;
-28.106642 ;-20.327614 ;
-28.430667 ;-20.079446 ;
-28.597866 ;-19.858435 ;
-28.699954 ;-19.665542 ;
-28.750202 ;-19.495908 ;
-28.778173 ;-19.347199 ;
-28.782883 ;-19.215416 ;
-28.771809 ;-19.098020 ;
-28.757541 ;-18.993443 ;
-28.733337 ;-18.899183 ;
-28.698803 ;-18.813626 ;
-28.663572 ;-18.736150 ;
-28.638855 ;-18.666500 ;
-28.607146 ;-18.602529 ;
-28.558842 ;-18.542833 ;
-28.503242 ;-18.487547 ;
-28.467033 ;-18.438233 ;
-28.442936 ;-18.393907 ;
-28.403423 ;-18.352041 ;
-28.357281 ;-18.313050 ;
-28.329367 ;-18.278686 ;
-28.298853 ;-18.247034 ;
-28.260078 ;-18.217435 ;
-28.227697 ;-18.190885 ;
-28.204657 ;-18.167448 ;
-28.174194 ;-18.145625 ;
-28.135715 ;-18.125226 ;
-28.106506 ;-18.107501 ;
-28.096782 ;-18.093142 ;
-28.074555 ;-18.079470 ;
-28.030124 ;-18.065600 ;
-27.987564 ;-18.053352 ;
-27.986659 ;-18.045807 ;
-27.982305 ;-18.039266 ;
-27.938886 ;-18.030802 ;
-27.887951 ;-18.022848 ;
-27.887094 ;-18.019916 ;
-27.877209 ;-18.017219 ;
-27.842154 ;-18.013403 ;
-27.822225 ;-18.011610 ;
-27.811793 ;-18.011329 ;
-27.789564 ;-18.010805 ;
-27.767656 ;-18.010949 ;
-27.756184 ;-18.012513 ;
-27.739008 ;-18.014163 ;
-27.715001 ;-18.015764 ;
-27.698966 ;-18.018450 ;
-27.693655 ;-18.022400 ;
-27.677459 ;-18.025857 ;
-27.647619 ;-18.028565 ;
-27.624159 ;-18.032085 ;
-27.632398 ;-18.038399 ;
-27.630547 ;-18.044155 ;
-27.593476 ;-18.047327 ;
-27.549349 ;-18.050130 ;
-27.556438 ;-18.057173 ;
-27.562216 ;-18.064260 ;
-27.530337 ;-18.068480 ;
-27.501733 ;-18.073068 ;
-27.505483 ;-18.080319 ;
-27.494027 ;-18.086434 ;
-27.473493 ;-18.091887 ;
-27.467960 ;-18.098579 ;
-27.458365 ;-18.104981 ;
-27.441274 ;-18.110807 ;
